"IMO","Name","Vessel.Type","MMSI","Call.Sign","Flag","AIS.Vessel.Type","Gross.Tonnage","Deadweight","Year.Built","Status","Length","Breadth"
8919348,"FPSO CIDADE DE ANGRA DOS REIS ","FLOATING STORAGE/PRODUCTION",311027200,"C6YA6","Bahamas [BS]","Other",151446,259530,1991,"Active",330,58
9747778,"FMG NICOLA","ORE CARRIER",477692300,"VRQH3","Hong Kong [HK]","Cargo",134840,260840,2016,"Active",327,57
9745938,"SAMJOHN ARGONAUT","BULK CARRIER",538007305,"V7IJ9","Marshall Is [MH]","Cargo",107761,209756,2017,"Active",300,50
9782297,"NSU TRUST","BULK CARRIER",636017703,"D5MI2","Liberia [LR]","Cargo",107512,208747,2016,"Active",299.95,50
9755191,"MSC ERICA","CONTAINER SHIP",636017726,"D5ML4","Liberia [LR]","Cargo - Hazard A (Major)",194308,200148,2016,"Active",398.51,59.08
9591325,"RTM DAMPIER","BULK CARRIER",564813000,"9V2775","Singapore [SG]","Cargo",106796,205417,2012,"Active",299.9,50
9591337,"RTM ZHENG HE","BULK CARRIER",564814000,"9V2776","Singapore [SG]","Cargo",106796,205431,2012,"Active",299.9,50
9591301,"RTM COOK","BULK CARRIER",564811000,"9V2773","Singapore [SG]","Cargo",106796,205616,2012,"Active",299.9,50
9723150,"FPMC B MAJESTY","BULK CARRIER",636016835,"D5IA5","Liberia [LR]","Cargo",107026,209956,2015,"Active",299.99,50
7236191,"SLOUG","FLOATING STORAGE/PRODUCTION",642165063,"5APG","Libya [LY]","Tanker",126147,251502,1973,"Active",348.93,52.15
9691931,"LAVINIA OLDENDORFF","BULK CARRIER",636016582,"D5GW2","Liberia [LR]","Cargo",107413,207562,2014,"Active",299.97,50
9700823,"CAPE HOPE","BULK CARRIER",352286000,"3FNK4","Panama [PA]","Cargo",107229,207472,2014,"Active",299.94,50
7360057,"SENDJE BERGE","FLOATING STORAGE/PRODUCTION",310484000,"ZCDP4","Bermuda [BM]","Other",133871,274333,1974,"Active",348.77,51.87
9039169,"ALEXANDER CARL","BULK CARRIER",440410000,"D9FL","Korea [KR]","Cargo",110627,208189,1993,"Active",311.5,50
9083108,"FPSO CIDADE DE ILHABELA","FLOATING STORAGE/PRODUCTION",311048800,"C6YX9","Bahamas [BS]","Reserved",162822,270313,1996,"Active",330.27,58
8907319,"AILSA CRAIG I","FLOATING STORAGE/PRODUCTION",352511000,"3EMW8","Panama [PA]","Tanker",150340,274990,1990,"Active",335.2,58
9335848,"GAIA CELERIS","ORE CARRIER",352527000,"3EFN8","Panama [PA]","Cargo",113925,229045,2006,"Active",319.58,54
9516521,"TIAN FA HAI","BULK CARRIER",371112000,"3FSY4","Panama [PA]","Cargo",105936,207891,2014,"Active",300,50
9281918,"CAPE MAPLE","BULK CARRIER",371351000,"3ECF4","Panama [PA]","Cargo",104732,206204,2005,"Active",299.94,50
9331531,"PACIFIC OAK","BULK CARRIER",371430000,"3ECX8","Panama [PA]","Cargo",101933,203212,2005,"Active",299.95,50
9406506,"SPRING BRAVE","BULK CARRIER",353003000,"3ENV4","Panama [PA]","Cargo",104730,206306,2008,"Active",299.94,50
9346380,"CAPE MERLIN","BULK CARRIER",636017310,"D5KH4","Liberia [LR]","Cargo",104727,206312,2005,"Active",299.94,50
9724829,"TEMPO","ORE CARRIER",477537600,"VRPS9","Hong Kong [HK]","Cargo",134692,262000,2017,"Active",325,57
9748708,"PAN DELIGHT","BULK CARRIER",538007229,"V7ZW3","Marshall Is [MH]","Cargo",106077,208384,2016,"Active",299.95,50
9744415,"HOUHENG 6","ORE CARRIER",477118300,"VRRA5","Hong Kong [HK]","Cargo",134900,250000,2017,"Active",327,57.05
9747780,"FMG GRACE","ORE CARRIER",477527200,"VRQM7","Hong Kong [HK]","Cargo",134840,261084,2017,"Active",327,57
9718363,"HERA OLDENDORFF","BULK CARRIER",636017587,"D5LR5","Liberia [LR]","Cargo",107684,209249,2017,"Active",299.95,50
9750402,"HANNES OLDENDORFF","BULK CARRIER",255805936,"CQIE4","Portugal [PT]","Cargo",107666,208962,2017,"Active",299.95,50
9757175,"CHINA ENTERPRISE","BULK CARRIER",563002200,"9V2268","Singapore [SG]","Cargo",108051,207986,2017,"Active",299.88,50
9709520,"BERGE CHO OYU","ORE CARRIER",232005278,"MAIS5","United Kingdom [GB]","Cargo",134693,263166,2017,"Active",327,57
9790878,"NSU ULTIMATE","BULK CARRIER",431451000,"7JYZ","Japan [JP]","Cargo",107440,208788,2017,"Active",299.95,50
9741798,"STELLA DAPHNE","ORE CARRIER",563011800,"9V3857","Singapore [SG]","Cargo",135472,250381,2017,"Active",325,57.04
9735153,"GOLIATH","BULK CARRIER",210246000,"5BLG4","Cyprus [CY]","Cargo",107761,209537,2015,"Active",300,50
9700184,"SOLAR DOLPHIN","BULK CARRIER",372783000,"3FKA8","Panama [PA]","Cargo",106826,207020,2015,"Active",299.97,50
9702479,"GOLDEN SCAPE","BULK CARRIER",477524500,"VROT4","Hong Kong [HK]","Cargo",109716,211122,2016,"Active",300,49
9737814,"CHINA STEEL SUCCESS","BULK CARRIER",374888000,"HOZN","Panama [PA]","Cargo",107075,209988,2015,"Active",299.99,50
9721865,"MINOAS","BULK CARRIER",370277000,"3EQT7","Panama [PA]","Cargo",107413,207520,2016,"Active",299.97,50
9675937,"BERGE TAI SHAN","BULK CARRIER",235107512,"2HXU4","United Kingdom [GB]","Cargo",116760,216656,2015,"Active",305,52
9700835,"ORANGE PHOENIX","BULK CARRIER",353879000,"HOKU","Panama [PA]","Cargo",107229,207529,2014,"Active",299.94,50
9695092,"SHANDONG XIN RUI","ORE CARRIER",477193100,"VRNV6","Hong Kong [HK]","Cargo",135462,262037,2015,"Active",325,57
9494527,"RMC ALTAIR","ORE CARRIER",565347000,"9V2574","Singapore [SG]","Cargo",132864,250759,2014,"Active",329.95,57
9713454,"NSU QUEST","BULK CARRIER",351741000,"3EOY6","Panama [PA]","Cargo",107222,207362,2015,"Active",299.94,50
9700172,"STELLAR YOUNG","ORE CARRIER",351745000,"3EJX9","Panama [PA]","Cargo",133380,250063,2014,"Active",330,57
9691955,"LUDOLF OLDENDORFF","BULK CARRIER",255805619,"CQFR","Portugal [PT]","Cargo",107413,207562,2015,"Active",299.97,50
9748095,"MINERAL HOKUSAI","BULK CARRIER",374123000,"3FUY6","Panama [PA]","Cargo",107514,207219,2015,"Active",299.94,50
9702481,"GOLDEN SWIFT","BULK CARRIER",477713200,"VRPA6","Hong Kong [HK]","Cargo",109716,211135,2016,"Active",300,49
9673135,"GAZA MARINE TERMINAL","FLOATING STORAGE/PRODUCTION",642122040,"5AYO","Libya [LY]","Other",156510,265869,2016,"Active",337.9,51
9756248,"ABOY LAETITIA","BULK CARRIER",249422000,"9HA4237","Malta [MT]","Cargo",108237,207765,2017,"Active",299.88,50
9748100,"MINERAL UTAMARO","BULK CARRIER",374374000,"3ESI8","Panama [PA]","Cargo",107222,207469,2016,"Active",299.94,50
9756236,"ABOY KARLIE","BULK CARRIER",249400000,"9HA4230","Malta [MT]","Cargo",108237,207566,2016,"Active",299.88,50
9724647,"PINK SANDS","BULK CARRIER",249140000,"9HA4125","Malta [MT]","Cargo",107665,208931,2016,"Active",299.95,50
9731456,"STAR MARISA","BULK CARRIER",538006726,"V7QN9","Marshall Is [MH]","Cargo",108237,207709,2016,"Active",299.88,50
9723899,"SM LION","BULK CARRIER",374382000,"3EKG8","Panama [PA]","Cargo",107198,206938,2016,"Active",300,50
9724661,"XANADU","BULK CARRIER",249760000,"9HA4370","Malta [MT]","Cargo",107366,208827,2017,"Active",299.95,50
9731602,"HUBERTUS OLDENDORFF","BULK CARRIER",255805876,"CQZW","Portugal [PT]","Cargo",107666,209096,2016,"Active",299.95,50
9731468,"STAR ARIADNE","BULK CARRIER",636017934,"D5NK6","Liberia [LR]","Cargo",108237,208000,2015,"Active",299.88,50
9002673,"ATLANTIC MERCHANT","ORE CARRIER",372075000,"3FWG","Panama [PA]","Cargo",138172,243870,1992,"Active",324,58
9337119,"WAKASHIO","BULK CARRIER",372711000,"3EKF7","Panama [PA]","Cargo",101932,203130,2007,"Active",299.95,50
9406491,"MG COURAGE","BULK CARRIER",372772000,"3EKN9","Panama [PA]","Cargo",104721,206254,2007,"Active",299.94,50
9503225,"CELEBES CLOVER","BULK CARRIER",372953000,"3EJ07","Panama [PA]","Cargo",107054,210036,2014,"Active",299.99,50
9398163,"CAPE ODYSSEY","BULK CARRIER",372514000,"HPUM","Panama [PA]","Cargo",106367,207918,2010,"Active",299.7,50
9374038,"CAPE ALLIANCE","BULK CARRIER",372526000,"3EJI2","Panama [PA]","Cargo",104732,206190,2007,"Active",299.94,50
9702558,"CHINA STEEL ENDEAVOR","BULK CARRIER",371809000,"3ETZ4","Panama [PA]","Cargo",107075,209749,2014,"Active",299.99,50
9331414,"CAPE DAISY","BULK CARRIER",371988000,"3EFB4","Panama [PA]","Cargo",101911,203153,2006,"Active",299.95,50
9603415,"BLUE HORIZON","BULK CARRIER",373464000,"3FAF8","Panama [PA]","Cargo",106251,207867,2012,"Active",300,50
9438913,"NSU INSPIRE","ORE CARRIER",372998000,"3FID5","Panama [PA]","Cargo",132868,250813,2011,"Active",329.95,57
9603403,"OTOTACHIBANA","BULK CARRIER",373222000,"3EVE5","Panama [PA]","Cargo",106251,207964,2012,"Active",300,50
9593074,"CAPE NEPTUNE","BULK CARRIER",566856000,"9V9972","Singapore [SG]","Cargo",106816,206012,2013,"Active",299.84,50
9591131,"PSU EIGHTH","ORE CARRIER",566868000,"9V6346","Singapore [SG]","Cargo",141593,262779,2013,"Active",328,57.04
9591129,"PSU SEVENTH","ORE CARRIER",566869000,"9V3964","Singapore [SG]","Cargo",141593,262779,2013,"Active",328,57.04
9488279,"PSU SIXTH","ORE CARRIER",566870000,"S6OP","Singapore [SG]","Cargo",141575,263055,2013,"Active",328,57.04
9470052,"PSU FIFTH","ORE CARRIER",566871000,"9VBL","Singapore [SG]","Cargo",141593,263055,2013,"Active",328,57.04
9494694,"RMC RIGEL","ORE CARRIER",566929000,"9V2093","Singapore [SG]","Cargo",132913,250769,2013,"Active",329.95,57
9603439,"CAPE AZALEA","BULK CARRIER",566662000,"9V9450","Singapore [SG]","Cargo",106251,208025,2012,"Active",300,50
7365447,"NANHAI FAXIAN","FLOATING STORAGE/PRODUCTION",636008475,"ELJB4","Liberia [LR]","Tanker",127295,251337,1976,"Active",348.9,51.81
9423346,"FPMC B JUSTICE","BULK CARRIER",636015474,"D5AZ3","Liberia [LR]","Cargo",106385,206649,2012,"Active",299.7,50
9445215,"FPMC B KINGDOM","BULK CARRIER",636015475,"D5AZ4","Liberia [LR]","Cargo",106385,206500,2013,"Active",299.7,50
9445227,"FPMC B LUCK","BULK CARRIER",636015476,"D5AZ5","Liberia [LR]","Cargo",106385,206391,2013,"Active",299.7,50
9492220,"QING MAY","BULK CARRIER",636014633,"A8VM9","Liberia [LR]","Cargo",106884,206117,2012,"Active",299.92,50
9595412,"AZUL HORIZONTE","BULK CARRIER",636015632,"D5BY6","Liberia [LR]","Cargo",106372,207685,2012,"Active",299.7,50
9084190,"JANICE N","ORE CARRIER",636013785,"A8PJ7","Liberia [LR]","Cargo",148533,264340,1995,"Active",321.95,58
8808068,"LAIWU STEEL HARMONIOUS","BULK CARRIER",636013806,"A8PP3","Liberia [LR]","Cargo",152229,270857,1989,"Active",337,58.05
8802923,"ORE VITORIA","ORE CARRIER",636014403,"A8TP9","Liberia [LR]","Cargo",116427,233016,1989,"Active",315,54
9410167,"LAN MAY","BULK CARRIER",636014631,"A8VM7","Liberia [LR]","Cargo",106884,206007,2011,"Active",299.92,50
9346184,"BAOSTEEL EXPEDITION","BULK CARRIER",636013163,"A8LB7","Liberia [LR]","Cargo",101953,203198,2007,"Active",299.95,50
9678795,"MINA OLDENDORFF","BULK CARRIER",636016034,"D5EB9","Liberia [LR]","Cargo",106847,206118,2013,"Active",299.92,50
9489508,"GLOBAL PROSPERITY","ORE CARRIER",636015714,"D5CJ8","Liberia [LR]","Cargo",119595,226415,2012,"Active",319.58,54
9621364,"IRON PILBARA","ORE CARRIER",636016343,"D5FR4","Liberia [LR]","Cargo",132587,250895,2014,"Active",329.95,57
9600425,"MAX OLDENDORFF","BULK CARRIER",636016346,"D5FR7","Liberia [LR]","Cargo",107158,205361,2014,"Active",299.95,50
9654048,"PETROBRAS 68","FLOATING STORAGE/PRODUCTION",353509000,"-","Panama [PA]","Tanker",155302,252812,2016,"Active",307.5,54
9699634,"LYDIA OLDENDORFF","BULK CARRIER",636016585,"D5GW5","Liberia [LR]","Cargo",107413,207562,2015,"Active",299.97,50
9588483,"LOS ANGELES","BULK CARRIER",538004492,"V7XJ2","Marshall Is [MH]","Cargo",106847,206104,2012,"Active",299.92,50
9479228,"GOLDEN GAYLE","BULK CARRIER",538004500,"V7XK2","Marshall Is [MH]","Cargo",106368,206565,2011,"Active",299.7,50
9588495,"PHILADELPHIA","BULK CARRIER",538004559,"V7XS4","Marshall Is [MH]","Cargo",106847,206040,2012,"Active",299.92,50
9406465,"LONDON COURAGE","BULK CARRIER",538002924,"V7MY7","Marshall Is [MH]","Cargo",104721,206366,2007,"Active",299.94,50
7370181,"YOHO","FLOATING STORAGE/PRODUCTION",536954445,"V7NU7","N Mariana Is [MP]","Reserved",132492,273273,1974,"Active",337.05,54.5
8617225,"PETROBRAS 57","FLOATING STORAGE/PRODUCTION",538003496,"V7RF8","Marshall Is [MH]","Tanker",144445,255271,1988,"Active",318.85,56
9474022,"LI DA","ORE CARRIER",477628300,"VRJD4","Hong Kong [HK]","Cargo",116396,228771,2011,"Active",324.99,52.5
9431238,"REN DA","ORE CARRIER",477779700,"VRGX4","Hong Kong [HK]","Cargo",116396,228888,2010,"Active",324.99,52.5
9445291,"OCEAN CHINA","ORE CARRIER",477899700,"VRIB6","Hong Kong [HK]","Cargo",116955,228915,2011,"Active",324.99,52.5
9431240,"CSB HOPE","ORE CARRIER",477925600,"VRHJ3","Hong Kong [HK]","Cargo",116396,229008,2010,"Active",324.99,52.5
9431252,"YI DA","ORE CARRIER",477963200,"VRHP9","Hong Kong [HK]","Cargo",116396,228850,2010,"Active",324.99,52.5
9043720,"PACIFIC RUBY","ORE CARRIER",477341000,"VRZD9","Hong Kong [HK]","Cargo",147902,265647,1993,"Active",324,56
9445318,"OCEAN LORD","ORE CARRIER",477065800,"VRIC7","Hong Kong [HK]","Cargo",116955,228783,2012,"Active",324.99,52.5
9496472,"HENG SHUN","BULK CARRIER",477276800,"VRIP7","Hong Kong [HK]","Cargo",106280,207941,2011,"Active",300,50
9498327,"HENG LONG","BULK CARRIER",477424900,"VRJH8","Hong Kong [HK]","Cargo",106235,207900,2011,"Active",300,50
9639529,"MARINI","BULK CARRIER",248173000,"9HA4546","Malta [MT]","Cargo",107162,205855,2014,"Active",299.95,50
9474008,"CSB PROPITIOUSNESS","ORE CARRIER",477550300,"VRIA9","Hong Kong [HK]","Cargo",116396,229126,2011,"Active",324.99,52.5
9558713,"MINERAL CLOUDBREAK","BULK CARRIER",477211600,"VRLA6","Hong Kong [HK]","Cargo",106952,205097,2012,"Active",299.9,50
9037719,"POS DEDICATOR","BULK CARRIER",440480000,"DSOA4","Korea [KR]","Cargo",110627,208393,1993,"Active",311.5,50
9038672,"SINOTRADER","ORE CARRIER",441189000,"DSPL5","Korea [KR]","Cargo",148619,267906,1993,"Active",333,60
9041198,"SINOGLORY","ORE CARRIER",441296000,"DSPN4","Korea [KR]","Cargo",148257,265816,1992,"Active",321.95,58.04
9012252,"SINOCARRIER","ORE CARRIER",441916000,"DSRM6","Korea [KR]","Cargo",147303,266307,1992,"Active",324,56
9032642,"ATLANTIC TRADER","ORE CARRIER",441975000,"D8CB","Korea [KR]","Cargo",140222,258900,1993,"Active",322,58.04
9621340,"WARRAMBOO","ORE CARRIER",432965000,"7JQT","Japan [JP]","Cargo",132512,250718,2014,"Active",329.95,57
9379260,"NSU KATSURA","BULK CARRIER",374235000,"H3GF","Panama [PA]","Cargo",102500,207791,2010,"Active",299.7,50
9646845,"HARMONIOUS","BULK CARRIER",477300200,"VRND6","Hong Kong [HK]","Cargo",106817,206000,2014,"Active",299.92,50.07
9513749,"HL SAIJO","BULK CARRIER",357873000,"H8XX","Panama [PA]","Cargo",104729,206291,2010,"Active",299.94,50
9758662,"GUANG LI HAI","BULK CARRIER",477100600,"VRQX9","Hong Kong [HK]","Cargo",107844,207241,2017,"Active",299.88,50
