"MMSI","IMO","IR","Ship Name","Call Sign",
"538006746","9133850","N/A","CS DEVELOPMENT","V7QW3",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 13:13:00Z","0.4363","-166.44633","297","13.7","Sat-AIS",
"2018-08-13 13:13:00Z","0.4363","-166.44633","297","13.7","Sat-AIS",
"2018-08-13 13:13:00Z","0.4363","-166.44633","297","13.7","Sat-AIS",
"2018-08-13 13:13:00Z","0.4363","-166.44633","297","13.7","Sat-AIS",
"2018-08-13 13:13:00Z","0.4363","-166.44633","297","13.7","Sat-AIS",
"2018-08-13 13:13:00Z","0.4363","-166.44633","297","13.7","Sat-AIS",
"2018-08-13 13:13:00Z","0.4363","-166.44633","297","13.7","Sat-AIS",
"2018-08-13 13:12:39Z","0.4357","-166.44514","297","13.8","Sat-AIS",
"2018-08-13 13:12:31Z","0.43542","-166.44463","297","13.7","Sat-AIS",
"2018-08-13 13:12:00Z","0.43452","-166.44295","296","13.8","Sat-AIS",
"2018-08-13 13:11:49Z","0.4342","-166.44232","297","13.8","Sat-AIS",
"2018-08-13 13:11:39Z","0.43392","-166.44176","297","13.8","Sat-AIS",
"2018-08-13 13:11:11Z","0.43305","-166.44008","297","13.8","Sat-AIS",
"2018-08-13 13:11:11Z","0.43305","-166.44008","297","13.8","Sat-AIS",
"2018-08-13 13:11:11Z","0.43305","-166.44008","297","13.8","Sat-AIS",
"2018-08-13 13:10:49Z","0.43243","-166.4389","298","13.8","Sat-AIS",
"2018-08-13 13:10:39Z","0.43212","-166.43834","297","13.8","Sat-AIS",
"2018-08-13 13:10:20Z","0.43157","-166.43726","297","13.8","Sat-AIS",
"2018-08-13 13:10:11Z","0.43127","-166.43668","297","13.8","Sat-AIS",
"2018-08-13 13:09:49Z","0.43063","-166.43549","297","13.8","Sat-AIS",
"2018-08-13 13:09:39Z","0.43032","-166.43494","297","13.8","Sat-AIS",
"2018-08-13 13:09:29Z","0.43003","-166.43436","297","13.8","Sat-AIS",
"2018-08-13 13:09:20Z","0.4298","-166.4339","297","13.9","Sat-AIS",
"2018-08-13 13:09:11Z","0.4295","-166.43333","297","13.9","Sat-AIS",
"2018-08-13 13:08:49Z","0.42883","-166.4321","297","13.8","Sat-AIS",
"2018-08-13 13:08:20Z","0.42797","-166.43044","297","13.8","Sat-AIS",
"2018-08-13 13:07:11Z","0.42593","-166.4265","297","13.8","Sat-AIS",
"2018-08-13 13:06:29Z","0.42467","-166.42406","297","13.8","Sat-AIS",
"2018-08-13 13:05:59Z","0.42375","-166.42235","297","13.8","Sat-AIS",
"2018-08-13 13:05:50Z","0.42348","-166.42184","297","13.9","Sat-AIS",
"2018-08-13 13:05:50Z","0.42348","-166.42184","297","13.9","Sat-AIS",
"2018-08-13 13:03:39Z","0.41957","-166.4144","297","13.8","Sat-AIS",
"2018-08-13 12:47:04Z","0.39048","-166.35704","296","14","Sat-AIS",
"2018-08-13 12:41:33Z","0.38088","-166.33826","294","14","Sat-AIS",
"2018-08-13 12:41:28Z","0.38073","-166.3379","295","13.9","Sat-AIS",
"2018-08-13 12:41:28Z","0.38073","-166.3379","295","13.9","Sat-AIS",
"2018-08-13 12:41:15Z","0.3804","-166.33719","295","13.9","Sat-AIS",
"2018-08-13 12:41:15Z","0.3804","-166.33719","295","13.9","Sat-AIS",
"2018-08-13 12:41:15Z","0.3804","-166.33719","295","13.9","Sat-AIS",
"2018-08-13 12:41:15Z","0.3804","-166.33719","295","13.9","Sat-AIS",
"2018-08-13 12:41:15Z","0.3804","-166.33719","295","13.9","Sat-AIS",
"2018-08-13 12:40:57Z","0.37985","-166.33609","294","13.9","Sat-AIS",
"2018-08-13 12:40:39Z","0.37938","-166.3351","294","13.9","Sat-AIS",
"2018-08-13 12:39:39Z","0.37775","-166.33159","294","13.9","Sat-AIS",
"2018-08-13 12:39:04Z","0.37682","-166.32951","295","14","Sat-AIS",
"2018-08-13 12:38:57Z","0.37663","-166.3291","295","13.9","Sat-AIS",
"2018-08-13 12:38:46Z","0.37632","-166.32846","294","13.9","Sat-AIS",
"2018-08-13 12:38:39Z","0.37612","-166.32805","295","13.9","Sat-AIS",
"2018-08-13 12:38:33Z","0.37593","-166.32765","294","14","Sat-AIS",
"2018-08-13 12:38:15Z","0.37542","-166.3266","294","14","Sat-AIS",
"2018-08-13 12:38:09Z","0.37525","-166.32623","294","13.9","Sat-AIS",
"2018-08-13 12:38:04Z","0.37513","-166.32594","294","13.9","Sat-AIS",
"2018-08-13 12:37:58Z","0.37495","-166.3256","294","14.1","Sat-AIS",
"2018-08-13 12:37:52Z","0.37478","-166.32523","294","13.9","Sat-AIS",
"2018-08-13 12:37:46Z","0.37463","-166.3249","295","13.9","Sat-AIS",
"2018-08-13 12:37:33Z","0.3743","-166.32419","294","13.9","Sat-AIS",
"2018-08-13 12:37:28Z","0.37417","-166.32382","294","14","Sat-AIS",
"2018-08-13 12:37:22Z","0.37403","-166.32353","294","14","Sat-AIS",
"2018-08-13 12:37:09Z","0.37365","-166.32277","293","14","Sat-AIS",
"2018-08-13 12:36:22Z","0.37242","-166.31998","294","13.9","Sat-AIS",
"2018-08-13 12:36:15Z","0.37223","-166.31956","295","14","Sat-AIS",
"2018-08-13 12:35:58Z","0.37173","-166.31853","295","13.9","Sat-AIS",
"2018-08-13 12:35:46Z","0.37142","-166.31781","295","14","Sat-AIS",
"2018-08-13 12:35:28Z","0.3709","-166.31677","295","14","Sat-AIS",
"2018-08-13 12:34:52Z","0.3699","-166.31465","295","14.1","Sat-AIS",
"2018-08-13 12:34:52Z","0.3699","-166.31465","295","14.1","Sat-AIS",
"2018-08-13 12:34:52Z","0.3699","-166.31465","295","14.1","Sat-AIS",
"2018-08-13 12:34:46Z","0.3697","-166.3143","295","14","Sat-AIS",
"2018-08-13 12:34:10Z","0.36875","-166.31224","295","14","Sat-AIS",
"2018-08-13 12:34:03Z","0.36855","-166.31183","295","14","Sat-AIS",
"2018-08-13 12:33:58Z","0.36838","-166.31146","295","14","Sat-AIS",
"2018-08-13 12:33:52Z","0.36823","-166.31117","295","13.9","Sat-AIS",
"2018-08-13 12:33:46Z","0.36805","-166.31076","294","14","Sat-AIS",
"2018-08-13 12:33:28Z","0.36755","-166.30972","294","14","Sat-AIS",
"2018-08-13 12:33:03Z","0.36685","-166.30823","293","14","Sat-AIS",
"2018-08-13 12:32:58Z","0.36672","-166.30794","294","13.9","Sat-AIS",
"2018-08-13 12:32:52Z","0.36655","-166.30759","293","13.9","Sat-AIS",
"2018-08-13 12:32:46Z","0.3664","-166.30722","294","14","Sat-AIS",
"2018-08-13 12:32:40Z","0.36622","-166.30687","293","13.9","Sat-AIS",
"2018-08-13 12:32:28Z","0.3659","-166.30617","293","14","Sat-AIS",
"2018-08-13 12:32:22Z","0.36575","-166.3058","294","13.8","Sat-AIS",
"2018-08-13 12:32:03Z","0.36527","-166.30473","294","13.9","Sat-AIS",
"2018-08-13 12:31:46Z","0.36478","-166.30367","295","14","Sat-AIS",
"2018-08-13 12:31:40Z","0.36458","-166.30333","294","14.1","Sat-AIS",
"2018-08-13 12:31:28Z","0.3643","-166.30269","295","14","Sat-AIS",
"2018-08-13 12:31:22Z","0.3641","-166.30226","294","14.1","Sat-AIS",
"2018-08-13 12:31:09Z","0.36378","-166.30154","294","14","Sat-AIS",
"2018-08-13 12:30:58Z","0.36343","-166.30086","294","14","Sat-AIS",
"2018-08-13 12:30:52Z","0.3633","-166.3005","294","14","Sat-AIS",
"2018-08-13 12:30:46Z","0.3631","-166.30016","294","14","Sat-AIS",
"2018-08-13 12:30:34Z","0.36278","-166.29944","294","14","Sat-AIS",
"2018-08-13 12:30:22Z","0.36245","-166.29874","295","13.8","Sat-AIS",
"2018-08-13 12:06:52Z","0.32388","-166.21547","295","14","Sat-AIS",
"2018-08-13 11:37:51Z","0.2767","-166.11304","295","13.8","Sat-AIS",
"2018-08-13 11:33:26Z","0.26895","-166.0979","296","13.8","Sat-AIS",
"2018-08-13 11:33:26Z","0.26895","-166.0979","296","13.8","Sat-AIS",
"2018-08-13 11:04:14Z","0.21657","-165.99974","299","13.6","Sat-AIS",
"2018-08-13 10:31:35Z","0.15835","-165.89017","298","13.4","Sat-AIS",
"2018-08-13 10:28:15Z","0.15247","-165.87912","297","13.6","Sat-AIS",
"2018-08-13 10:06:04Z","0.11368","-165.80524","297","13.4","Sat-AIS",
"2018-08-13 10:05:46Z","0.11317","-165.80423","296","13.5","Sat-AIS",
"2018-08-13 10:05:24Z","0.11253","-165.80302","298","13.4","Sat-AIS",
"2018-08-13 10:05:14Z","0.11225","-165.80246","297","13.4","Sat-AIS",
"2018-08-13 10:05:04Z","0.11193","-165.80185","297","13.4","Sat-AIS",
"2018-08-13 10:04:44Z","0.11135","-165.80075","297","13.4","Sat-AIS",
"2018-08-13 10:04:34Z","0.11105","-165.8002","297","13.4","Sat-AIS",
"2018-08-13 10:04:24Z","0.11078","-165.79965","298","13.4","Sat-AIS",
"2018-08-13 10:04:04Z","0.11018","-165.79855","297","13.5","Sat-AIS",
"2018-08-13 10:03:44Z","0.10963","-165.79749","297","13.5","Sat-AIS",
"2018-08-13 10:03:34Z","0.10935","-165.79694","297","13.4","Sat-AIS",
"2018-08-13 10:03:24Z","0.10907","-165.79639","297","13.5","Sat-AIS",
"2018-08-13 10:03:14Z","0.10878","-165.79582","297","13.4","Sat-AIS",
"2018-08-13 10:03:04Z","0.10852","-165.79527","297","13.4","Sat-AIS",
"2018-08-13 10:02:55Z","0.10825","-165.79477","297","13.4","Sat-AIS",
"2018-08-13 10:02:55Z","0.10825","-165.79477","297","13.4","Sat-AIS",
"2018-08-13 10:02:55Z","0.10825","-165.79477","297","13.4","Sat-AIS",
"2018-08-13 10:02:55Z","0.10825","-165.79477","297","13.4","Sat-AIS",
"2018-08-13 10:02:55Z","0.10825","-165.79477","297","13.4","Sat-AIS",
"2018-08-13 10:02:55Z","0.10825","-165.79477","297","13.4","Sat-AIS",
"2018-08-13 10:02:55Z","0.10825","-165.79477","297","13.4","Sat-AIS",
"2018-08-13 10:02:55Z","0.10825","-165.79477","297","13.4","Sat-AIS",
"2018-08-13 10:02:55Z","0.10825","-165.79477","297","13.4","Sat-AIS",
"2018-08-13 10:02:55Z","0.10825","-165.79477","297","13.4","Sat-AIS",
"2018-08-13 10:02:55Z","0.10825","-165.79477","297","13.4","Sat-AIS",
"2018-08-13 10:02:55Z","0.10825","-165.79477","297","13.4","Sat-AIS",
"2018-08-13 10:02:44Z","0.10795","-165.79417","298","13.4","Sat-AIS",
"2018-08-13 10:02:34Z","0.10763","-165.79364","297","13.4","Sat-AIS",
"2018-08-13 10:02:24Z","0.10735","-165.79315","296","13.4","Sat-AIS",
"2018-08-13 10:02:14Z","0.10703","-165.79247","297","13.4","Sat-AIS",
"2018-08-13 10:02:05Z","0.1068","-165.79204","296","13.5","Sat-AIS",
"2018-08-13 10:01:55Z","0.10648","-165.79141","297","13.4","Sat-AIS",
"2018-08-13 10:01:34Z","0.10588","-165.79025","298","13.5","Sat-AIS",
"2018-08-13 10:01:14Z","0.10532","-165.7892","298","13.4","Sat-AIS",
"2018-08-13 10:01:05Z","0.10505","-165.7887","298","13.3","Sat-AIS",
"2018-08-13 10:00:55Z","0.10477","-165.78815","297","13.4","Sat-AIS",
"2018-08-13 10:00:34Z","0.10415","-165.787","297","13.4","Sat-AIS",
"2018-08-13 10:00:34Z","0.10415","-165.787","297","13.4","Sat-AIS",
"2018-08-13 10:00:05Z","0.10332","-165.78542","298","13.5","Sat-AIS",
"2018-08-13 09:59:55Z","0.103","-165.78487","297","13.3","Sat-AIS",
"2018-08-13 09:59:45Z","0.10267","-165.78429","298","13.4","Sat-AIS",
"2018-08-13 09:59:34Z","0.10237","-165.78366","297","13.4","Sat-AIS",
"2018-08-13 09:59:24Z","0.1021","-165.78317","297","13.4","Sat-AIS",
"2018-08-13 09:59:16Z","0.10185","-165.78265","297","13.3","Sat-AIS",
"2018-08-13 09:58:56Z","0.10127","-165.78156","297","13.4","Sat-AIS",
"2018-08-13 09:58:55Z","0.10127","-165.78156","297","13.4","Sat-AIS",
"2018-08-13 09:58:34Z","0.10067","-165.7804","297","13.4","Sat-AIS",
"2018-08-13 09:58:34Z","0.10067","-165.7804","297","13.4","Sat-AIS",
"2018-08-13 09:58:34Z","0.10067","-165.7804","297","13.4","Sat-AIS",
"2018-08-13 09:58:34Z","0.10067","-165.7804","297","13.4","Sat-AIS",
"2018-08-13 09:58:24Z","0.10037","-165.77985","296","13.3","Sat-AIS",
"2018-08-13 09:58:16Z","0.10013","-165.77943","297","13.4","Sat-AIS",
"2018-08-13 09:58:05Z","0.09983","-165.7788","297","13.3","Sat-AIS",
"2018-08-13 09:57:55Z","0.09953","-165.77826","297","13.4","Sat-AIS",
"2018-08-13 09:57:45Z","0.09925","-165.77771","297","13.3","Sat-AIS",
"2018-08-13 09:57:34Z","0.09893","-165.7771","296","13.3","Sat-AIS",
"2018-08-13 09:57:24Z","0.09867","-165.77657","297","13.4","Sat-AIS",
"2018-08-13 09:57:16Z","0.09842","-165.77605","297","13.3","Sat-AIS",
"2018-08-13 09:56:55Z","0.09782","-165.77492","297","13.3","Sat-AIS",
"2018-08-13 09:56:45Z","0.09753","-165.77443","296","13.4","Sat-AIS",
"2018-08-13 09:56:45Z","0.09753","-165.77443","296","13.4","Sat-AIS",
"2018-08-13 09:56:45Z","0.09753","-165.77443","296","13.4","Sat-AIS",
"2018-08-13 09:56:45Z","0.09753","-165.77443","296","13.4","Sat-AIS",
"2018-08-13 09:56:45Z","0.09753","-165.77443","296","13.4","Sat-AIS",
"2018-08-13 09:56:45Z","0.09753","-165.77443","296","13.4","Sat-AIS",
"2018-08-13 09:56:45Z","0.09753","-165.77443","296","13.4","Sat-AIS",
"2018-08-13 09:56:34Z","0.09723","-165.77383","297","13.3","Sat-AIS",
"2018-08-13 09:56:16Z","0.09668","-165.77278","297","13.4","Sat-AIS",
"2018-08-13 09:56:05Z","0.09638","-165.77216","297","13.2","Sat-AIS",
"2018-08-13 09:55:55Z","0.0961","-165.77162","297","13.4","Sat-AIS",
"2018-08-13 09:55:45Z","0.09583","-165.77112","297","13.3","Sat-AIS",
"2018-08-13 09:55:34Z","0.09553","-165.7705","297","13.3","Sat-AIS",
"2018-08-13 09:55:24Z","0.09525","-165.76997","297","13.4","Sat-AIS",
"2018-08-13 09:55:16Z","0.095","-165.76952","297","13.3","Sat-AIS",
"2018-08-13 09:55:05Z","0.09468","-165.76892","298","13.4","Sat-AIS",
"2018-08-13 09:54:45Z","0.09405","-165.76778","297","13.4","Sat-AIS",
"2018-08-13 09:54:34Z","0.09373","-165.76718","298","13.3","Sat-AIS",
"2018-08-13 09:54:25Z","0.0935","-165.76675","297","13.3","Sat-AIS",
"2018-08-13 09:54:16Z","0.09322","-165.76622","297","13.3","Sat-AIS",
"2018-08-13 09:54:16Z","0.09322","-165.76622","297","13.3","Sat-AIS",
"2018-08-13 09:54:06Z","0.09288","-165.7656","297","13.3","Sat-AIS",
"2018-08-13 09:54:05Z","0.09288","-165.7656","297","13.3","Sat-AIS",
"2018-08-13 09:53:55Z","0.09265","-165.76512","297","13.4","Sat-AIS",
"2018-08-13 09:53:55Z","0.09265","-165.76512","297","13.4","Sat-AIS",
"2018-08-13 09:53:55Z","0.09265","-165.76512","297","13.4","Sat-AIS",
"2018-08-13 09:53:55Z","0.09265","-165.76512","297","13.4","Sat-AIS",
"2018-08-13 08:44:16Z","-0.02873","-165.53651","299","13.3","Sat-AIS",
"2018-08-13 08:30:15Z","-0.05355","-165.49055","298","13.4","Sat-AIS",
"2018-08-13 08:26:54Z","-0.05957","-165.47955","298","13.5","Sat-AIS",
"2018-08-13 08:26:36Z","-0.06012","-165.47856","297","13.5","Sat-AIS",
"2018-08-13 08:26:25Z","-0.06047","-165.47792","298","13.5","Sat-AIS",
"2018-08-13 08:26:05Z","-0.06102","-165.47687","298","13.5","Sat-AIS",
"2018-08-13 08:25:54Z","-0.06135","-165.47626","298","13.4","Sat-AIS",
"2018-08-13 08:25:25Z","-0.0622","-165.47466","298","13.4","Sat-AIS",
"2018-08-13 08:25:25Z","-0.0622","-165.47466","298","13.4","Sat-AIS",
"2018-08-13 08:25:25Z","-0.0622","-165.47466","298","13.4","Sat-AIS",
"2018-08-13 08:25:25Z","-0.0622","-165.47466","298","13.4","Sat-AIS",
"2018-08-13 08:24:05Z","-0.0645","-165.4703","298","13.5","Sat-AIS",
"2018-08-13 08:23:55Z","-0.06485","-165.46965","297","13.4","Sat-AIS",
"2018-08-13 08:23:46Z","-0.06512","-165.46913","297","13.5","Sat-AIS",
"2018-08-13 08:23:15Z","-0.06602","-165.46744","298","13.4","Sat-AIS",
"2018-08-13 08:23:05Z","-0.0663","-165.46693","298","13.4","Sat-AIS",
"2018-08-13 08:22:55Z","-0.06662","-165.46634","298","13.4","Sat-AIS",
"2018-08-13 08:12:27Z","-0.08533","-165.43187","298","13.4","Sat-AIS",
"2018-08-13 08:12:06Z","-0.08592","-165.43079","298","13.4","Sat-AIS",
"2018-08-13 08:10:57Z","-0.088","-165.42696","299","13.4","Sat-AIS",
"2018-08-13 08:09:45Z","-0.0902","-165.42313","297","13.4","Sat-AIS",
"2018-08-13 08:09:37Z","-0.09045","-165.42264","298","13.3","Sat-AIS",
"2018-08-13 08:09:25Z","-0.09077","-165.42203","297","13.5","Sat-AIS",
"2018-08-13 08:09:06Z","-0.09132","-165.42099","298","13.4","Sat-AIS",
"2018-08-13 08:08:56Z","-0.09162","-165.42044","297","13.4","Sat-AIS",
"2018-08-13 08:08:46Z","-0.09193","-165.41983","297","13.4","Sat-AIS",
"2018-08-13 08:08:16Z","-0.0928","-165.41818","298","13.4","Sat-AIS",
"2018-08-13 08:05:56Z","-0.09698","-165.41057","299","13.4","Sat-AIS",
"2018-08-13 08:01:04Z","-0.10565","-165.3947","297","13.4","Sat-AIS",
"2018-08-13 08:01:03Z","-0.10565","-165.3947","297","13.4","Sat-AIS",
"2018-08-13 08:01:03Z","-0.10565","-165.3947","297","13.4","Sat-AIS",
"2018-08-13 08:00:55Z","-0.1059","-165.39418","298","13.3","Sat-AIS",
"2018-08-13 08:00:54Z","-0.1059","-165.39418","298","13.3","Sat-AIS",
"2018-08-13 07:59:44Z","-0.10797","-165.39037","298","13.4","Sat-AIS",
"2018-08-13 07:59:43Z","-0.10797","-165.39037","298","13.4","Sat-AIS",
"2018-08-13 07:59:43Z","-0.10797","-165.39037","298","13.4","Sat-AIS",
"2018-08-13 07:59:35Z","-0.10823","-165.38986","299","13.3","Sat-AIS",
"2018-08-13 07:59:34Z","-0.10823","-165.38986","299","13.3","Sat-AIS",
"2018-08-13 07:59:25Z","-0.10853","-165.38933","299","13.4","Sat-AIS",
"2018-08-13 07:59:24Z","-0.10853","-165.38933","299","13.4","Sat-AIS",
"2018-08-13 07:59:24Z","-0.10853","-165.38933","299","13.4","Sat-AIS",
"2018-08-13 07:59:03Z","-0.10918","-165.3882","299","13.3","Sat-AIS",
"2018-08-13 07:58:44Z","-0.10982","-165.38707","299","13.3","Sat-AIS",
"2018-08-13 07:58:43Z","-0.10982","-165.38707","299","13.3","Sat-AIS",
"2018-08-13 07:58:43Z","-0.10982","-165.38707","299","13.3","Sat-AIS",
"2018-08-13 07:58:23Z","-0.1104","-165.38605","299","13.4","Sat-AIS",
"2018-08-13 07:58:23Z","-0.1104","-165.38605","299","13.4","Sat-AIS",
"2018-08-13 07:58:23Z","-0.1104","-165.38605","299","13.4","Sat-AIS",
"2018-08-13 07:58:04Z","-0.11102","-165.38496","297","13.5","Sat-AIS",
"2018-08-13 07:58:03Z","-0.11102","-165.38496","297","13.5","Sat-AIS",
"2018-08-13 07:58:03Z","-0.11102","-165.38496","297","13.5","Sat-AIS",
"2018-08-13 07:58:03Z","-0.11102","-165.38496","297","13.5","Sat-AIS",
"2018-08-13 07:58:03Z","-0.11102","-165.38496","297","13.5","Sat-AIS",
"2018-08-13 07:57:53Z","-0.11128","-165.38446","298","13.4","Sat-AIS",
"2018-08-13 07:57:53Z","-0.11128","-165.38446","298","13.4","Sat-AIS",
"2018-08-13 07:57:45Z","-0.1116","-165.38387","298","13.5","Sat-AIS",
"2018-08-13 07:57:43Z","-0.1116","-165.38387","298","13.5","Sat-AIS",
"2018-08-13 07:57:43Z","-0.1116","-165.38387","298","13.5","Sat-AIS",
"2018-08-13 07:57:35Z","-0.11187","-165.38336","298","13.4","Sat-AIS",
"2018-08-13 07:57:34Z","-0.11187","-165.38336","298","13.4","Sat-AIS",
"2018-08-13 07:57:04Z","-0.1128","-165.38167","298","13.4","Sat-AIS",
"2018-08-13 07:57:02Z","-0.1128","-165.38167","298","13.4","Sat-AIS",
"2018-08-13 07:57:02Z","-0.1128","-165.38167","298","13.4","Sat-AIS",
"2018-08-13 07:56:43Z","-0.1134","-165.38058","297","13.4","Sat-AIS",
"2018-08-13 07:56:25Z","-0.11395","-165.37953","298","13.3","Sat-AIS",
"2018-08-13 07:56:23Z","-0.11395","-165.37953","298","13.3","Sat-AIS",
"2018-08-13 07:56:23Z","-0.11395","-165.37953","298","13.3","Sat-AIS",
"2018-08-13 07:56:14Z","-0.1143","-165.37888","298","13.3","Sat-AIS",
"2018-08-13 07:56:12Z","-0.1143","-165.37888","298","13.3","Sat-AIS",
"2018-08-13 07:56:12Z","-0.1143","-165.37888","298","13.3","Sat-AIS",
"2018-08-13 07:56:02Z","-0.11462","-165.37836","297","13.3","Sat-AIS",
"2018-08-13 07:56:02Z","-0.11462","-165.37836","297","13.3","Sat-AIS",
"2018-08-13 07:55:55Z","-0.11488","-165.37785","298","13.3","Sat-AIS",
"2018-08-13 07:55:53Z","-0.11488","-165.37785","298","13.3","Sat-AIS",
"2018-08-13 07:55:33Z","-0.11545","-165.37675","299","13.4","Sat-AIS",
"2018-08-13 07:55:33Z","-0.11545","-165.37675","299","13.4","Sat-AIS",
"2018-08-13 07:55:14Z","-0.11607","-165.37569","298","13.3","Sat-AIS",
"2018-08-13 07:55:12Z","-0.11607","-165.37569","298","13.3","Sat-AIS",
"2018-08-13 07:55:05Z","-0.11638","-165.37515","298","13.4","Sat-AIS",
"2018-08-13 07:54:56Z","-0.11665","-165.37466","299","13.4","Sat-AIS",
"2018-08-13 07:54:53Z","-0.11665","-165.37466","299","13.4","Sat-AIS",
"2018-08-13 07:54:53Z","-0.11665","-165.37466","299","13.4","Sat-AIS",
"2018-08-13 07:54:35Z","-0.11727","-165.37358","298","13.4","Sat-AIS",
"2018-08-13 07:54:33Z","-0.11727","-165.37358","298","13.4","Sat-AIS",
"2018-08-13 07:54:33Z","-0.11727","-165.37358","298","13.4","Sat-AIS",
"2018-08-13 07:54:03Z","-0.11813","-165.37195","297","13.3","Sat-AIS",
"2018-08-13 07:54:03Z","-0.11813","-165.37195","297","13.3","Sat-AIS",
"2018-08-13 07:54:03Z","-0.11813","-165.37195","297","13.3","Sat-AIS",
"2018-08-13 07:54:03Z","-0.11813","-165.37195","297","13.3","Sat-AIS",
"2018-08-13 07:53:56Z","-0.11842","-165.3714","297","13.3","Sat-AIS",
"2018-08-13 07:53:54Z","-0.11842","-165.3714","297","13.3","Sat-AIS",
"2018-08-13 07:53:35Z","-0.11903","-165.37027","297","13.3","Sat-AIS",
"2018-08-13 07:53:33Z","-0.11903","-165.37027","297","13.3","Sat-AIS",
"2018-08-13 07:53:33Z","-0.11903","-165.37027","297","13.3","Sat-AIS",
"2018-08-13 07:53:25Z","-0.11932","-165.36972","298","13.4","Sat-AIS",
"2018-08-13 07:53:05Z","-0.1199","-165.36862","298","13.3","Sat-AIS",
"2018-08-13 07:53:03Z","-0.1199","-165.36862","298","13.3","Sat-AIS",
"2018-08-13 07:53:03Z","-0.1199","-165.36862","298","13.3","Sat-AIS",
"2018-08-13 07:52:55Z","-0.12017","-165.36813","297","13.3","Sat-AIS",
"2018-08-13 07:52:54Z","-0.12017","-165.36813","297","13.3","Sat-AIS",
"2018-08-13 07:52:54Z","-0.12017","-165.36813","297","13.3","Sat-AIS",
"2018-08-13 07:52:43Z","-0.1205","-165.36752","297","13.3","Sat-AIS",
"2018-08-13 07:52:43Z","-0.1205","-165.36752","297","13.3","Sat-AIS",
"2018-08-13 07:52:36Z","-0.12073","-165.36703","298","13.4","Sat-AIS",
"2018-08-13 07:52:33Z","-0.12073","-165.36703","298","13.4","Sat-AIS",
"2018-08-13 07:52:25Z","-0.12107","-165.36644","298","13.3","Sat-AIS",
"2018-08-13 07:52:23Z","-0.12107","-165.36644","298","13.3","Sat-AIS",
"2018-08-13 07:52:23Z","-0.12107","-165.36644","298","13.3","Sat-AIS",
"2018-08-13 07:52:03Z","-0.12165","-165.36533","298","13.3","Sat-AIS",
"2018-08-13 07:52:03Z","-0.12165","-165.36533","298","13.3","Sat-AIS",
"2018-08-13 07:51:54Z","-0.12193","-165.36485","298","13.3","Sat-AIS",
"2018-08-13 07:51:54Z","-0.12193","-165.36485","298","13.3","Sat-AIS",
"2018-08-13 07:51:35Z","-0.12252","-165.36377","298","13.3","Sat-AIS",
"2018-08-13 07:51:33Z","-0.12252","-165.36377","298","13.3","Sat-AIS",
"2018-08-13 07:51:25Z","-0.12283","-165.36324","297","13.3","Sat-AIS",
"2018-08-13 07:51:23Z","-0.12283","-165.36324","297","13.3","Sat-AIS",
"2018-08-13 07:51:23Z","-0.12283","-165.36324","297","13.3","Sat-AIS",
"2018-08-13 07:51:14Z","-0.12317","-165.36258","298","13.3","Sat-AIS",
"2018-08-13 07:51:12Z","-0.12317","-165.36258","298","13.3","Sat-AIS",
"2018-08-13 07:51:12Z","-0.12317","-165.36258","298","13.3","Sat-AIS",
"2018-08-13 07:50:54Z","-0.1237","-165.36162","299","13.3","Sat-AIS",
"2018-08-13 07:50:25Z","-0.12465","-165.35995","298","13.3","Sat-AIS",
"2018-08-13 07:50:12Z","-0.12493","-165.35942","299","13.3","Sat-AIS",
"2018-08-13 07:49:12Z","-0.12675","-165.35617","297","13.3","Sat-AIS",
"2018-08-13 07:29:57Z","-0.1611","-165.2932","298","13.4","Sat-AIS",
"2018-08-13 07:17:15Z","-0.18383","-165.25203","297","13.3","Sat-AIS",
"2018-08-13 07:17:15Z","-0.18383","-165.25203","297","13.3","Sat-AIS",
"2018-08-13 07:17:15Z","-0.18383","-165.25203","297","13.3","Sat-AIS",
"2018-08-13 07:17:15Z","-0.18383","-165.25203","297","13.3","Sat-AIS",
"2018-08-13 06:54:56Z","-0.22347","-165.17918","297","13.3","Sat-AIS",
"2018-08-13 06:52:15Z","-0.2282","-165.1705","298","13.3","Sat-AIS",
"2018-08-13 06:52:15Z","-0.2282","-165.1705","298","13.3","Sat-AIS",
"2018-08-13 06:51:44Z","-0.2291","-165.1688","297","13.3","Sat-AIS",
"2018-08-13 06:51:44Z","-0.2291","-165.1688","297","13.3","Sat-AIS",
"2018-08-13 06:51:34Z","-0.22942","-165.16824","297","13.3","Sat-AIS",
"2018-08-13 06:51:34Z","-0.22942","-165.16824","297","13.3","Sat-AIS",
"2018-08-13 06:50:44Z","-0.23083","-165.16557","298","13.4","Sat-AIS",
"2018-08-13 06:50:34Z","-0.23117","-165.16492","298","13.4","Sat-AIS",
"2018-08-13 06:50:34Z","-0.23117","-165.16492","298","13.4","Sat-AIS",
"2018-08-13 06:50:05Z","-0.232","-165.16336","298","13.3","Sat-AIS",
"2018-08-13 06:50:05Z","-0.232","-165.16336","298","13.3","Sat-AIS",
"2018-08-13 06:49:56Z","-0.23232","-165.16283","298","13.3","Sat-AIS",
"2018-08-13 06:49:56Z","-0.23232","-165.16283","298","13.3","Sat-AIS",
"2018-08-13 06:49:34Z","-0.23292","-165.1617","298","13.3","Sat-AIS",
