"MMSI","IMO","IR","Ship Name","Call Sign",
"538006746","9133850","N/A","CS DEVELOPMENT","V7QW3",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 15:01:19Z","-46.60253","-80.26755","156.4","8.6","Sat-AIS",
"2018-08-13 15:01:19Z","-46.60253","-80.26755","156.4","8.6","Sat-AIS",
"2018-08-13 15:01:00Z","-46.60187","-80.26811","143.5","8.8","Sat-AIS",
"2018-08-13 15:01:00Z","-46.60187","-80.26811","143.5","8.8","Sat-AIS",
"2018-08-13 15:01:00Z","-46.60187","-80.26811","143.5","8.8","Sat-AIS",
"2018-08-13 15:00:11Z","-46.6002","-80.26971","146.7","9","Sat-AIS",
"2018-08-13 15:00:00Z","-46.59983","-80.27007","145.1","8.8","Sat-AIS",
"2018-08-13 15:00:00Z","-46.59983","-80.27007","145.1","8.8","Sat-AIS",
"2018-08-13 14:59:31Z","-46.59879","-80.27099","139.5","9","Sat-AIS",
"2018-08-13 14:59:31Z","-46.59879","-80.27099","139.5","9","Sat-AIS",
"2018-08-13 14:59:11Z","-46.59815","-80.27161","144.8","8.8","Sat-AIS",
"2018-08-13 14:59:11Z","-46.59815","-80.27161","144.8","8.8","Sat-AIS",
"2018-08-13 14:59:11Z","-46.59815","-80.27161","144.8","8.8","Sat-AIS",
"2018-08-13 14:59:11Z","-46.59815","-80.27161","144.8","8.8","Sat-AIS",
"2018-08-13 14:59:01Z","-46.59778","-80.27197","149.6","8.6","Sat-AIS",
"2018-08-13 14:59:00Z","-46.59778","-80.27197","149.6","8.6","Sat-AIS",
"2018-08-13 14:59:00Z","-46.59778","-80.27197","149.6","8.6","Sat-AIS",
"2018-08-13 14:58:31Z","-46.59673","-80.27289","127.1","9.6","Sat-AIS",
"2018-08-13 14:58:31Z","-46.59673","-80.27289","127.1","9.6","Sat-AIS",
"2018-08-13 14:58:11Z","-46.59608","-80.27349","150.6","8.6","Sat-AIS",
"2018-08-13 14:58:11Z","-46.59608","-80.27349","150.6","8.6","Sat-AIS",
"2018-08-13 14:58:11Z","-46.59608","-80.27349","150.6","8.6","Sat-AIS",
"2018-08-13 14:58:11Z","-46.59608","-80.27349","150.6","8.6","Sat-AIS",
"2018-08-13 14:58:01Z","-46.5957","-80.27384","148.5","8.8","Sat-AIS",
"2018-08-13 14:58:00Z","-46.5957","-80.27384","148.5","8.8","Sat-AIS",
"2018-08-13 14:58:00Z","-46.5957","-80.27384","148.5","8.8","Sat-AIS",
"2018-08-13 14:55:41Z","-46.59089","-80.27831","159.8","8.8","Sat-AIS",
"2018-08-13 14:32:52Z","-46.54211","-80.32253","157","9","Sat-AIS",
"2018-08-13 14:27:01Z","-46.52974","-80.33423","141.8","9.3","Sat-AIS",
"2018-08-13 14:22:09Z","-46.51947","-80.34385","158.2","9.3","Sat-AIS",
"2018-08-13 14:21:59Z","-46.51908","-80.34422","150.6","9.3","Sat-AIS",
"2018-08-13 14:21:59Z","-46.51908","-80.34422","150.6","9.3","Sat-AIS",
"2018-08-13 14:21:50Z","-46.51876","-80.34451","148.1","9.2","Sat-AIS",
"2018-08-13 14:21:50Z","-46.51876","-80.34451","148.1","9.2","Sat-AIS",
"2018-08-13 14:21:42Z","-46.5184","-80.34485","152.2","9","Sat-AIS",
"2018-08-13 14:21:40Z","-46.5184","-80.34485","152.2","9","Sat-AIS",
"2018-08-13 14:21:29Z","-46.518","-80.3452","148.3","9.2","Sat-AIS",
"2018-08-13 14:21:29Z","-46.518","-80.3452","148.3","9.2","Sat-AIS",
"2018-08-13 14:21:29Z","-46.518","-80.3452","148.3","9.2","Sat-AIS",
"2018-08-13 14:21:29Z","-46.518","-80.3452","148.3","9.2","Sat-AIS",
"2018-08-13 14:21:29Z","-46.518","-80.3452","148.3","9.2","Sat-AIS",
"2018-08-13 14:21:09Z","-46.51731","-80.34581","145.5","9.3","Sat-AIS",
"2018-08-13 14:21:09Z","-46.51731","-80.34581","145.5","9.3","Sat-AIS",
"2018-08-13 14:20:50Z","-46.51659","-80.34645","143.1","9.5","Sat-AIS",
"2018-08-13 14:20:50Z","-46.51659","-80.34645","143.1","9.5","Sat-AIS",
"2018-08-13 14:20:40Z","-46.51622","-80.34676","145.4","9.5","Sat-AIS",
"2018-08-13 14:20:19Z","-46.51547","-80.34744","152.5","9.1","Sat-AIS",
"2018-08-13 14:20:19Z","-46.51547","-80.34744","152.5","9.1","Sat-AIS",
"2018-08-13 14:20:19Z","-46.51547","-80.34744","152.5","9.1","Sat-AIS",
"2018-08-13 14:20:09Z","-46.51514","-80.34773","154.8","9","Sat-AIS",
"2018-08-13 14:19:59Z","-46.51474","-80.34808","148.5","8.8","Sat-AIS",
"2018-08-13 14:19:59Z","-46.51474","-80.34808","148.5","8.8","Sat-AIS",
"2018-08-13 14:19:50Z","-46.51442","-80.34837","155.1","9","Sat-AIS",
"2018-08-13 14:19:50Z","-46.51442","-80.34837","155.1","9","Sat-AIS",
"2018-08-13 14:19:40Z","-46.51407","-80.34872","159.4","9.1","Sat-AIS",
"2018-08-13 14:19:40Z","-46.51407","-80.34872","159.4","9.1","Sat-AIS",
"2018-08-13 14:19:29Z","-46.51367","-80.34907","157.9","9.1","Sat-AIS",
"2018-08-13 14:19:29Z","-46.51367","-80.34907","157.9","9.1","Sat-AIS",
"2018-08-13 14:19:19Z","-46.51331","-80.34938","149.1","9.1","Sat-AIS",
"2018-08-13 14:19:19Z","-46.51331","-80.34938","149.1","9.1","Sat-AIS",
"2018-08-13 14:19:09Z","-46.51298","-80.34966","140.3","9.4","Sat-AIS",
"2018-08-13 14:19:09Z","-46.51298","-80.34966","140.3","9.4","Sat-AIS",
"2018-08-13 14:18:50Z","-46.51226","-80.35029","147.4","9.3","Sat-AIS",
"2018-08-13 14:18:50Z","-46.51226","-80.35029","147.4","9.3","Sat-AIS",
"2018-08-13 14:18:29Z","-46.51154","-80.35095","153.5","8.8","Sat-AIS",
"2018-08-13 14:18:29Z","-46.51154","-80.35095","153.5","8.8","Sat-AIS",
"2018-08-13 14:18:09Z","-46.51078","-80.35163","149.8","9","Sat-AIS",
"2018-08-13 14:17:50Z","-46.51009","-80.35223","147.5","9.4","Sat-AIS",
"2018-08-13 14:17:40Z","-46.50974","-80.35257","143.4","9.3","Sat-AIS",
"2018-08-13 14:17:40Z","-46.50974","-80.35257","143.4","9.3","Sat-AIS",
"2018-08-13 14:17:40Z","-46.50974","-80.35257","143.4","9.3","Sat-AIS",
